TradingDay,OrderLocalID,OrderSysID,FrontID,SessionID,OrderRef,InvestorID,BusinessUnitID,MarketID,ShareholderID,AccountID,CurrencyID,ExchangeID,SecurityID,OrderPriceType,TimeCondition,VolumeCondition,MinVolume,Direction,Price,VolumeTotalOriginal,VolumeTraded,VolumeCanceled,OrderSysStatus,OrderStatus,OrderSubmitStatus,ExchErrorMsg,ErrorID,BranchID,PbuID,OperatorID,InsertDate,InsertTime,CancelTime,ActiveTraderID,ActiveUserID,UserProductInfo,OuterIPAddress,MacAddress,RequestID,CombOffsetFlag,CombHedgeFlag,TradingCodeClass,TransfereePbuID,IsSystemCreated,UserForceClose,LotType,ForceCloseReason,TerminalInfo,HDSerial,BInfo,SInfo,IInfo,InsertMillisec,Operway,DepartmentID,ProperCtrlBusinessType,ProperCtrlPassFlag,CondCheck,RecordNumber,IsCacheOrder,Turnover,ExchVolume,MeasureIndex,RtnFloatInfo,RtnIntInfo,Mobile,InnerIPAddress,OrderType,TraderOfferID,GTDate
20200511,H100000063,12002H100000063,1,963248156,85,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,300356,2,3,1,0,1,5.8800000000@85eb51b81e851740,1600,0,1600,4,5,3,,0,H1,397377,398000012303,20200511,09:30:02,09:30:12,397377,398000012303,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,608,,3980,,,,0,0,0.0000000000@0000000000000000,1600,101,752183.4884222304@847a12fa6ef42641,10000,,220.89.121.27,0,1,0210
20200511,H100000064,12002H100000064,1,963248156,86,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,300210,2,3,1,0,1,3.2300000000@d7a3703d0ad70940,2300,2300,0,3,0,3,,0,H1,397377,398000012303,20200511,09:30:02,,,,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,608,,3980,,,,0,0,7429.0000000000@000000000005bd40,2300,102,288276.6359489300@4132368b52981141,18900,,220.89.121.27,0,1,
20200511,H100000065,12002H100000065,1,963248156,87,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,300417,2,3,1,0,1,34.3800000000@713d0ad7a3304140,200,200,0,3,0,3,,0,H1,397377,398000012303,20200511,09:30:02,,,,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,608,,3980,,,,0,0,6876.0000000000@0100000000dcba40,200,103,474158.2181087301@1be557dfb8f01c41,1600,,220.89.121.27,0,1,
20200511,H100000066,12002H100000066,1,963248156,88,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,300457,2,3,1,0,1,42.3800000000@713d0ad7a3304540,100,100,0,3,0,3,,0,H1,397377,398000012303,20200511,09:30:02,,,,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,608,,3980,,,,0,0,4238.0000000000@00000000008eb040,100,104,417871.3846602301@115fe4893d811941,1400,,220.89.121.27,0,1,0648
20200511,H100000067,12002H100000067,1,963248156,89,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,300648,2,3,1,0,1,15.1500000000@cdcccccccc4c2e40,600,600,0,3,0,3,,0,H1,397377,398000012303,20200511,09:30:02,,,,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,608,,3980,,,,0,0,9090.0000000000@0000000000c1c140,600,105,515529.5617573300@43503d3f26771f41,3800,,220.89.121.27,0,1,
20200511,H100000068,12002H100000068,1,963248156,90,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,002780,2,3,1,0,1,19.6000000000@9a99999999993340,400,400,0,3,0,3,,0,H1,397377,398000012303,20200511,09:30:02,,,,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,608,,3980,,,,0,0,7840.0000000000@0100000000a0be40,400,106,462968.2181087301@1be557dfe0411c41,3000,,220.89.121.27,0,1,0098
20200511,H100000069,12002H100000069,1,963248156,91,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,300098,2,3,1,0,1,5.9200000000@ae47e17a14ae1740,1600,1600,0,3,0,3,,0,H1,397377,398000012303,20200511,09:30:02,,,,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,608,,3980,,,,0,0,9472.0000000000@000000000080c240,1600,107,297748.6359489300@4132368b522c1241,9900,,220.89.121.27,0,1,
20200511,H100000070,12002H100000070,1,963248156,92,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,002751,2,3,1,0,1,20.8600000000@5c8fc2f528dc3440,700,700,0,3,0,3,,0,H1,397377,398000012303,20200511,09:30:02,,,,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,608,,3980,,,,0,0,14656.0000000000@0000000000a0cc40,700,108,224413.6488359300@5fe4d030ed640b41,2000,,220.89.121.27,0,1,0499
20200511,H100000071,12002H100000071,1,963248156,93,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,300499,2,3,1,0,1,15.4800000000@f6285c8fc2f52e40,500,500,0,3,0,3,,0,H1,397377,398000012303,20200511,09:30:02,,,,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,608,,3980,,,,0,0,7740.0000000000@00000000003cbe40,500,109,689589.6508947301@f612424d6b0b2541,3700,,220.89.121.27,0,1,
20200511,H100000072,12002H100000072,1,963248156,94,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,300340,2,3,1,0,1,10.2400000000@7b14ae47e17a2440,1000,0,1000,4,5,3,,0,H1,397377,398000012303,20200511,09:30:02,09:30:12,397377,398000012303,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,608,,3980,,,,0,0,0.0000000000@0000000000000000,1000,110,752273.6458742304@f206b04a23f52641,4100,,220.89.121.27,0,1,
